CONTROL_ID	CONTRACT_ID	CONTRACT_CODE	EXPECTED_SPECIFIC_CODE	CANONICAL_MUTATION	E2E_POSSIBLE	EXPECTED_UPSTREAM_CODE	E2E_EXECUTED	E2E_OBSERVED_CODE	SPECIFIC_GATE_KIND	SPECIFIC_GATE_EXECUTED	SPECIFIC_GATE_CODE	REPORT_ONLY_NUMERIC	COVERAGE	NOTE
NC01	NC01	FAIL_SOURCE_PIN	FAIL_PIN_MISMATCH	PIN_FILE:checker_source_sha256	YES		NO		NONE	NO		NO	NOT_EXECUTED
NC02a	NC02	FAIL_FORMULA_ID	FAIL_ORDINARY_FORMULA_RUNTIME_ID	TRACKED_ARTIFACT:ordinary_formula_runtime_id	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC02b	NC02	FAIL_FORMULA_ID	FAIL_DUFFY_FORMULA_RUNTIME_ID	TRACKED_ARTIFACT:duffy_formula_runtime_id	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC03	NC03	FAIL_ROUTE_QUANTITY_CLASS	FAIL_FLAMBDA_QUANTITY	PRODUCER_PROOF:quantity	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC04	NC04	FAIL_TUBE_GEOMETRY_RECONSTRUCTION	FAIL_TUBE_GEOMETRY_RECONSTRUCTION	EXISTING_REPLAY:tube_endpoint_literal_substitution	YES		NO		NONE	NO		NO	NOT_EXECUTED	Existing canonical V1 NC04 replay; exact geometry-reconstruction failure.
NC05	NC05	FAIL_LAMBDA_COVER	FAIL_LAMBDA_GEOMETRY_RECONSTRUCTION	PRODUCER_GEOMETRY:lambda_gap	YES		NO		NONE	NO		NO	NOT_EXECUTED
NC06	NC06	FAIL_LAMBDA_COVER	FAIL_LAMBDA_GEOMETRY_RECONSTRUCTION	PRODUCER_GEOMETRY:lambda_overlap	YES		NO		NONE	NO		NO	NOT_EXECUTED
NC07	NC07	FAIL_LAMBDA_TILING	FAIL_LAMBDA_TILING	TRACKED_CONTROL_ARTIFACT:declared_cell_count	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC08	NC08	FAIL_WRONG_ANCHOR_ENDPOINT	FAIL_ANCHOR_SIDE_DERIVATION	PRODUCER_ANCHOR_GEOMETRY:wrong_r_hi_endpoint	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC09	NC09	FAIL_WRONG_ANCHOR_ENDPOINT	FAIL_ANCHOR_SIDE_DERIVATION	PRODUCER_ANCHOR_GEOMETRY:wrong_r_lo_endpoint	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC10	NC10	FAIL_SIGN	FAIL_SIGN	TRACKED_CONTROL_ARTIFACT:flambda_strict_positive	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC11	NC11	FAIL_UNRESOLVED	FAIL_UNRESOLVED	TRACKED_CONTROL_ARTIFACT:flambda_zero_containing	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC12	NC12	FAIL_NORMALIZATION_MISMATCH	FAIL_FLAMBDA_NORMALIZATION_BITS	TRACKED_MODEL_SOURCE:normalization_bits	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC13	NC13	FAIL_ANCHOR_EVIDENCE_CLASS	FAIL_ANCHOR_EVIDENCE	ANCHOR_RECEIPT:evidence_class	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC14	NC14	FAIL_ANCHOR_PIN	FAIL_TRANSPORT_RECEIPT_PIN	TRACKED_TRANSPORT_RECEIPT:receipt_sha256_relation	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC15a	NC15	FAIL_ANCHOR_SIGN	FAIL_ANCHOR_SIGN_NEG	TRACKED_CONTROL_ARTIFACT:anchor_wrong_sign_neg	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC15b	NC15	FAIL_ANCHOR_SIGN	FAIL_ANCHOR_SIGN_POS	TRACKED_CONTROL_ARTIFACT:anchor_wrong_sign_pos	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC16	NC16	FAIL_BUDGET	FAIL_FLAMBDA_BUDGET	TRACKED_CHECKER_SOURCE:flambda_call_cap	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		PLANNED	NOT_EXECUTED	Specific gate is _flambda_check used<=CHECKER_FLAMBDA_CELL_CALL_CAP; do not substitute FAIL_FLAMBDA_BUDGET_OR_ENCLOSURE.
NC17	NC17	FAIL_BUDGET	FAIL_ANCHOR_BUDGET	TRACKED_CHECKER_SOURCE:anchor_call_cap	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		PLANNED	NOT_EXECUTED	Binding tiny-cap mutation requires checker-source change; instrumented numerical run is REPORT_ONLY.
NC18	NC18	FAIL_PARENT_BUDGET	FAIL_CHECKER_PARENT_TOTAL_BUDGET	TRACKED_CONTROL_ARTIFACT:parent_total_budget	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED	Specific aggregate-budget failure is structurally unreachable after prior individual-cap gates.
NC19	NC19	FAIL_BUDGET_CONTRACT_MUTATION	FAIL_CHECKER_FLAMBDA_CAP_PIN	PIN_FILE:checker_flambda_cell_call_cap	YES		NO		NONE	NO		NO	NOT_EXECUTED
NC20	NC20	FAIL_CHECKER_NOT_INDEPENDENT	FAIL_PRODUCER_GLUE_DEPENDENCY	EXISTING_REPLAY:runtime_producer_glue_module_injection	YES		NO		NONE	NO		NO	NOT_EXECUTED	Existing canonical independence replay; implementation FAIL_PRODUCER_GLUE_DEPENDENCY maps to contract FAIL_CHECKER_NOT_INDEPENDENT.
NC21	NC21	FAIL_UNSUPPORTED_NOMINAL_WIDTH	FAIL_PARENT_WIDTH	TRACKED_CONTROL_ARTIFACT:nominal_parent_width	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC22	NC22	FAIL_EVIDENCE_CLASS	FAIL_PRODUCER_EVIDENCE_CLASS	PRODUCER_RECEIPT:evidence_class	YES		NO		NONE	NO		NO	NOT_EXECUTED
NC23	NC23	FAIL_CHECKER_PRECISION	FAIL_CHECKER_DPS_CONTRACT	TRACKED_CALIBRATION_CONFIG:checker_dps_below_dps	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED	Calibration config is tracked source; canonical committed mutation stops at FAIL_POST_BASELINE_FILE_SET.
NC24	NC24	FAIL_PARENT_GEOMETRY_RECONSTRUCTION	FAIL_LAMBDA_GEOMETRY_RECONSTRUCTION	PRODUCER_GEOMETRY:parent_left_endpoint	YES		NO		NONE	NO		NO	NOT_EXECUTED
NC25a	NC25	FAIL_SOURCE_STATE	FAIL_DIRTY_SOURCE_TREE	WORKTREE:dirty_state	YES		NO		NONE	NO		NO	NOT_EXECUTED	Sole canonical uncommitted dirty-state exception.
NC25b	NC25	FAIL_SOURCE_STATE	FAIL_HEAD_MISMATCH	ARGUMENT:expected_head	YES		NO		NONE	NO		NO	NOT_EXECUTED	Canonical mutation is expected_head argument.
NC26a	NC26	FAIL_LAMBDA_TILING	FAIL_LAMBDA_GEOMETRY_RECONSTRUCTION	PRODUCER_GEOMETRY:residual_omitted	YES		NO		NONE	NO		NO	NOT_EXECUTED
NC26b	NC26	FAIL_LAMBDA_TILING	FAIL_LAMBDA_GEOMETRY_RECONSTRUCTION	PRODUCER_GEOMETRY:residual_duplicated	YES		NO		NONE	NO		NO	NOT_EXECUTED
NC26c	NC26	FAIL_LAMBDA_TILING	FAIL_LAMBDA_GEOMETRY_RECONSTRUCTION	PRODUCER_GEOMETRY:residual_non_final	YES		NO		NONE	NO		NO	NOT_EXECUTED
NC26d	NC26	FAIL_LAMBDA_TILING	FAIL_LAMBDA_GEOMETRY_RECONSTRUCTION	PRODUCER_GEOMETRY:residual_width_nonpositive	YES		NO		NONE	NO		NO	NOT_EXECUTED
NC26e	NC26	FAIL_LAMBDA_TILING	FAIL_LAMBDA_GEOMETRY_RECONSTRUCTION	PRODUCER_GEOMETRY:residual_width_too_wide	YES		NO		NONE	NO		NO	NOT_EXECUTED
NC26f	NC26	FAIL_LAMBDA_TILING	FAIL_LAMBDA_GEOMETRY_RECONSTRUCTION	PRODUCER_GEOMETRY:residual_final_endpoint_mismatch	YES		NO		NONE	NO		NO	NOT_EXECUTED
NC27	NC27	FAIL_SOURCE_PIN	FAIL_KERNEL_MANIFEST_PIN	TRACKED_SOURCE_MANIFEST:shared_kernel_sha256	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED	Canonical mutation targets SOURCE_MANIFEST artifact, not PIN_FILE.
NC28a	NC28	FAIL_TRANSPORT_LEMMA	FAIL_TRANSPORT_LEMMA_ID	TRACKED_TRANSPORT_ARTIFACT:lemma_id	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED	Canonical mutation targets lemma/receipt/signature artifact, not PIN_FILE.
NC28b	NC28	FAIL_TRANSPORT_LEMMA	FAIL_TRANSPORT_HUMAN_AUDIT	TRACKED_TRANSPORT_ARTIFACT:human_audit	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED	Canonical mutation targets lemma/receipt/signature artifact, not PIN_FILE.
NC28c	NC28	FAIL_TRANSPORT_LEMMA	FAIL_JUDGE_VERDICT	TRACKED_JUDGE_SIGNATURE:verdict	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED	Canonical mutation targets lemma/receipt/signature artifact, not PIN_FILE.
NC28d	NC28	FAIL_TRANSPORT_LEMMA	FAIL_SIGNATURE_RECEIPT_LINK	TRACKED_JUDGE_SIGNATURE:receipt_sha256_link	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED	Canonical mutation targets lemma/receipt/signature artifact, not PIN_FILE.
NC32	NC32	FAIL_REQUIRED_SIGN_MISSING	FAIL_REQUIRED_SIGN_MISSING	TRACKED_CONTROL_ARTIFACT:required_sign_missing	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
NC04b	NC04b	FAIL_PREDICTOR_INPUT_PIN	FAIL_PREDICTOR_INPUT_PIN	TRACKED_PREDICTOR_PIN_ARTIFACT:artifact_bytes	NO	FAIL_POST_BASELINE_FILE_SET	NO		A0B_PIN_GATE	NO		NO	NOT_EXECUTED	E2E mutates tracked predictor-pin artifact and expects FAIL_POST_BASELINE_FILE_SET; specific evidence separately mutates q_left/q_right through frozen A0B_PIN_GATE.
CUSTOM_ACCEPT	CUSTOM_ACCEPT	FAIL_CUSTOM_PREDICATE_FORBIDDEN	FAIL_CUSTOM_PREDICATE_FORBIDDEN	TRACKED_CONTROL_ARTIFACT:custom_predicate	NO	FAIL_POST_BASELINE_FILE_SET	NO		GATE_UNIT	NO		NO	NOT_EXECUTED
